artist,song,e_label,v_label,youtube_link
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),2.0,2.0,https://youtube.com/watch?v=T3E9Wjbq44E
Edward Maya,Stereo Love - Radio Edit,2.0,1.0,https://youtube.com/watch?v=USHjMEs7_9Q
Enrique Iglesias,Tonight (I'm Fuckin' You),2.0,0.0,https://youtube.com/watch?v=O-6ZebMzf0A
Jeremih,Down On Me,1.0,1.0,https://youtube.com/watch?v=AaXaig_43lU
Sak Noel,Loca People - Radio Edit,2.0,2.0,https://youtube.com/watch?v=AhPrOJBoMk8
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),2.0,2.0,https://youtube.com/watch?v=Ie6eUV4jKgs
LMFAO,Sexy And I Know It,2.0,2.0,https://youtube.com/watch?v=wyx6JDQCslE
Cobra Starship,You Make Me Feel... (feat. Sabi),2.0,2.0,https://youtube.com/watch?v=HpyZEzrDf4c
Jessie J,Do It Like A Dude,2.0,1.0,https://youtube.com/watch?v=pOf3kYtwASo
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,2.0,1.0,https://youtube.com/watch?v=6KTJ5Lp6NHU
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),1.0,1.0,https://youtube.com/watch?v=skhxizRYxps
Nickelback,When We Stand Together,2.0,2.0,https://youtube.com/watch?v=Y96WY5Do_bs
M83,Midnight City,2.0,0.0,https://youtube.com/watch?v=dX3k_QDnzHE
Britney Spears,Till the World Ends,2.0,1.0,https://youtube.com/watch?v=qzU9OrZlKb8
Labrinth,Earthquake (feat. Tinie Tempah),2.0,0.0,https://youtube.com/watch?v=u0fk6syQ7iY
Jason Derulo,Don't Wanna Go Home,2.0,1.0,https://youtube.com/watch?v=2CGF_Z3yZAo
Coldplay,Paradise,1.0,0.0,https://youtube.com/watch?v=1G4isv_Fylg
Katy Perry,Last Friday Night (T.G.I.F.),2.0,2.0,https://youtube.com/watch?v=KlyXNRrsk4A
Adele,Set Fire to the Rain,2.0,1.0,https://youtube.com/watch?v=Ri7-vnrJD3k
Dr. Dre,I Need A Doctor,2.0,1.0,https://youtube.com/watch?v=VA770wpLX-Q
Lil Wayne,6 Foot 7 Foot,2.0,1.0,https://youtube.com/watch?v=c7tOAGY59uQ
DJ Khaled,I'm On One,2.0,1.0,https://youtube.com/watch?v=Z09lYqdxqzo
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),2.0,1.0,https://youtube.com/watch?v=8gyLR4NfMiI
Far East Movement,Rocketeer,2.0,1.0,https://youtube.com/watch?v=RcmKbTR--iA
The Wanted,Glad You Came,2.0,1.0,https://youtube.com/watch?v=2ggzxInyzVE
Kesha,We R Who We R,2.0,1.0,https://youtube.com/watch?v=mXvmSaE0JXA
Kelly Rowland,Motivation,2.0,0.0,https://youtube.com/watch?v=s1XozsBN5Z4
Rihanna,We Found Love,2.0,1.0,https://youtube.com/watch?v=tg00YEETFzg
Nicole Scherzinger,Don't Hold Your Breath,2.0,2.0,https://youtube.com/watch?v=z4nKOzk8qbw
Mann,Buzzin Remix,2.0,1.0,https://youtube.com/watch?v=yfYBiVAzo9s
Chris Brown,Yeah 3x,2.0,2.0,https://youtube.com/watch?v=3mC2ixOAivA
Swedish House Mafia,Save The World,1.0,1.0,https://youtube.com/watch?v=BXpdmKELE1k
Kanye West,All Of The Lights,2.0,0.0,https://youtube.com/watch?v=HAfFfqiYLp0
Miguel,Sure Thing,1.0,1.0,https://youtube.com/watch?v=q4GJVOMjCC4
Diddy - Dirty Money,Coming Home,2.0,0.0,https://youtube.com/watch?v=k-ImCpNqbJw
Rihanna,What's My Name?,2.0,1.0,https://youtube.com/watch?v=U0CGsw6h60k
Chris Brown,Beautiful People,2.0,1.0,https://youtube.com/watch?v=qHxlzcAPbBE
Avril Lavigne,What the Hell,2.0,2.0,https://youtube.com/watch?v=tQmEd_UeeIk
Professor Green,Read All About It,2.0,1.0,https://youtube.com/watch?v=-_oLfC5Z_Ys
Chase & Status,Blind Faith,2.0,1.0,https://youtube.com/watch?v=zYpDJw7fThU
Chip,Champion (feat. Chris Brown),2.0,1.0,https://youtube.com/watch?v=tlnMVb2XVVk
Selena Gomez & The Scene,Who Says,2.0,2.0,https://youtube.com/watch?v=BzE1mX4Px0I
Rizzle Kicks,Down With The Trumpets,2.0,2.0,https://youtube.com/watch?v=8ip8OsExLJs
Lady Gaga,Born This Way,2.0,1.0,https://youtube.com/watch?v=wV1FrqwZyKw
Nicki Minaj,Super Bass,2.0,2.0,https://youtube.com/watch?v=4JipHEz53sU
Mac Miller,Donald Trump,2.0,2.0,https://youtube.com/watch?v=74TFS8r_SMI
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,2.0,2.0,https://youtube.com/watch?v=rnXMGOl3cY0
David Guetta,Without You (feat. Usher),1.0,1.0,https://youtube.com/watch?v=jUe8uoKdHao
Foster The People,Pumped Up Kicks,2.0,2.0,https://youtube.com/watch?v=SDTZ7iX4vTQ
Drake,Headlines,1.0,1.0,https://youtube.com/watch?v=cimoNqiulUE
Jessie J,Price Tag,2.0,2.0,https://youtube.com/watch?v=qMxX-QOV9tI
Jason Aldean,Dirt Road Anthem,2.0,1.0,https://youtube.com/watch?v=Lb9q1ScC4cg
Wiz Khalifa,Roll Up,2.0,1.0,https://youtube.com/watch?v=UhQz-0QVmQ0
OneRepublic,Good Life,2.0,1.0,https://youtube.com/watch?v=jZhQOvvV45w
Bad Meets Evil,Lighters,2.0,0.0,https://youtube.com/watch?v=YWt4wmZ_EMI
Bruno Mars,The Lazy Song,2.0,2.0,https://youtube.com/watch?v=fLexgOxsZu0
Lupe Fiasco,The Show Goes On,2.0,1.0,https://youtube.com/watch?v=Rmp6zIr5y4U
James Morrison,I Won't Let You Go,1.0,0.0,https://youtube.com/watch?v=sgRb_lfIZ6A
Jason Derulo,It Girl,2.0,1.0,https://youtube.com/watch?v=4oGUHRXT-wA
Adele,Someone Like You,0.0,0.0,https://youtube.com/watch?v=hLQl3WQQoQ0
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,2.0,1.0,https://youtube.com/watch?v=RtBbinpK5XI
Keri Hilson,Pretty Girl Rock,2.0,2.0,https://youtube.com/watch?v=HtXOVKNazYU
P!nk,F**kin' Perfect,2.0,1.0,https://youtube.com/watch?v=UL9HEiH6hPM
Blake Shelton,Honey Bee,2.0,2.0,https://youtube.com/watch?v=xZjosn2u1gA
Lady Gaga,The Edge Of Glory,2.0,1.0,https://youtube.com/watch?v=QeWBS0JBNzQ
Lady A,Just A Kiss,1.0,0.0,https://youtube.com/watch?v=v_yTphvyiPU
Hot Chelle Rae,Tonight Tonight,2.0,2.0,https://youtube.com/watch?v=QzlNFcT2aOE
Grouplove,Tongue Tied,2.0,1.0,https://youtube.com/watch?v=1x1wjGKHjBI
Coldplay,Every Teardrop Is a Waterfall,2.0,0.0,https://youtube.com/watch?v=fyMhvkC3A84
Beyoncé,Best Thing I Never Had,1.0,0.0,https://youtube.com/watch?v=FHp2KgyQUFk
P!nk,Raise Your Glass,2.0,1.0,https://youtube.com/watch?v=XjVNlG5cZyQ
Christina Perri,Jar of Hearts,1.0,0.0,https://youtube.com/watch?v=8v_4O44sfjM
Bruno Mars,Marry You,2.0,1.0,https://youtube.com/watch?v=dElRVQFqj-k
The Band Perry,If I Die Young,1.0,1.0,https://youtube.com/watch?v=7NJqUN9TClM
Lil Wayne,How To Love,1.0,0.0,https://youtube.com/watch?v=y8Gf4-eT3w0
Charlene Soraia,Wherever You Will Go,0.0,0.0,https://youtube.com/watch?v=DChHEf0lpEE
Christina Perri,A Thousand Years,1.0,0.0,https://youtube.com/watch?v=tr16NCOoewo
Rihanna,We Found Love,2.0,1.0,https://youtube.com/watch?v=tg00YEETFzg
Carly Rae Jepsen,Call Me Maybe,1.0,1.0,https://youtube.com/watch?v=fWNaR-rxAic
fun.,We Are Young (feat. Janelle Monáe),1.0,2.0,https://youtube.com/watch?v=Sv6dMFF_yts
Sean Paul,She Doesn't Mind,2.0,1.0,https://youtube.com/watch?v=SbUBMklQSVU
Pitbull,International Love (feat. Chris Brown),2.0,1.0,https://youtube.com/watch?v=CdXesX6mYUE
DEV,In The Dark,2.0,1.0,https://youtube.com/watch?v=mgEixhE3Oms
Adele,Skyfall,1.0,0.0,https://youtube.com/watch?v=DeumyOzKqgI
David Guetta,Turn Me On (feat. Nicki Minaj),2.0,1.0,https://youtube.com/watch?v=YVw7eJ0vGfM
Rihanna,Where Have You Been,2.0,1.0,https://youtube.com/watch?v=HBxt_v0WF6Y
JAY-Z,Ni**as In Paris,2.0,2.0,https://youtube.com/watch?v=gG_dA32oH44
Maroon 5,One More Night,2.0,1.0,https://youtube.com/watch?v=fwK7ggA3-bU
Skrillex,Bangarang (feat. Sirah),2.0,1.0,https://youtube.com/watch?v=YJVmu6yttiw
The Wanted,Chasing The Sun,2.0,2.0,https://youtube.com/watch?v=RFS5N_yAGTo
Flo Rida,Whistle,2.0,2.0,https://youtube.com/watch?v=cSnkWzZ7ZAA
will.i.am,This Is Love,2.0,0.0,https://youtube.com/watch?v=9I9Ar6upx34
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],2.0,1.0,https://youtube.com/watch?v=PVzljDmoPVs
Nicki Minaj,Pound The Alarm,2.0,1.0,https://youtube.com/watch?v=vdrqA93sW-8
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,1.0,0.0,https://youtube.com/watch?v=_EOwEHN0rr8
MARINA,Primadonna,2.0,1.0,https://youtube.com/watch?v=Gj5L9SYhoSE
Kanye West,Mercy,1.0,1.0,https://youtube.com/watch?v=7Dqgr0wNyPo
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,2.0,1.0,https://youtube.com/watch?v=nlPGrBgdESg
LMFAO,Sexy And I Know It,2.0,2.0,https://youtube.com/watch?v=wyx6JDQCslE
PSY,Gangnam Style (강남스타일),2.0,2.0,https://youtube.com/watch?v=9bZkp7q19f0
Kesha,Die Young,2.0,2.0,https://youtube.com/watch?v=NOubzHCUt48
Usher,Scream,2.0,1.0,https://youtube.com/watch?v=qnjqNHB1bKw
Olly Murs,Troublemaker (feat. Flo Rida),2.0,2.0,https://youtube.com/watch?v=4aQDOUbErNg
Linkin Park,BURN IT DOWN,2.0,1.0,https://youtube.com/watch?v=dxytyRy-O1k
Bruno Mars,Locked out of Heaven,2.0,2.0,https://youtube.com/watch?v=e-fA-gBCkj0
Avicii,Levels - Radio Edit,2.0,1.0,https://youtube.com/watch?v=xAgv1mAyxr8
Flo Rida,Good Feeling,2.0,2.0,https://youtube.com/watch?v=3OnnDqH6Wj8
Rihanna,Diamonds,2.0,1.0,https://youtube.com/watch?v=5XtcUAEkW8w
Wiz Khalifa,"Work Hard, Play Hard",1.0,1.0,https://youtube.com/watch?v=TWHNr0BrNgo
Katy Perry,Part Of Me,2.0,2.0,https://youtube.com/watch?v=uuwfgXD8qV8
Nicki Minaj,Starships,2.0,2.0,https://youtube.com/watch?v=SeIJmciN8mo
Kendrick Lamar,m.A.A.d city,2.0,0.0,https://youtube.com/watch?v=10yrPDf92hY
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],2.0,1.0,https://youtube.com/watch?v=KRAMNWzfjcg
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,2.0,1.0,https://youtube.com/watch?v=O4-6Y_91v5I
Azealia Banks,212,2.0,1.0,https://youtube.com/watch?v=i3Jv9fNPjgk
Maroon 5,Payphone,2.0,1.0,https://youtube.com/watch?v=KRaWnd3LJfs
James Arthur,Impossible,2.0,0.0,https://youtube.com/watch?v=Mhj15W23IjA
Michel Teló,Ai Se Eu Te Pego - Live,2.0,2.0,https://youtube.com/watch?v=r5Lmiml_-hI
Otto Knows,Million Voices - Radio Edit,2.0,0.0,https://youtube.com/watch?v=V8qVV9MPNTs
Icona Pop,I Love It,2.0,2.0,https://youtube.com/watch?v=UxxajLWwzqY
Tyga,Rack City,1.0,0.0,https://youtube.com/watch?v=AE3yia1AJeQ
Calvin Harris,Feel So Close - Radio Edit,2.0,2.0,https://youtube.com/watch?v=R8egmh5dWzo
Jennifer Lopez,Dance Again,2.0,2.0,https://youtube.com/watch?v=bjgFH01k0gU
Grimes,Oblivion,1.0,1.0,https://youtube.com/watch?v=JtH68PJIQLE
Adele,Rumour Has It,2.0,1.0,https://youtube.com/watch?v=A8IRqCJVkOo
Coldplay,Paradise,1.0,0.0,https://youtube.com/watch?v=1G4isv_Fylg
Chris Brown,Turn Up the Music,2.0,1.0,https://youtube.com/watch?v=eQWG8BVeryU
Frank Ocean,Lost,1.0,1.0,https://youtube.com/watch?v=J3DWAJGaf7o
Calvin Harris,Let's Go (feat. Ne-Yo),2.0,2.0,https://youtube.com/watch?v=LYZ6gXWZfZM
The Script,Hall of Fame (feat. will.i.am),2.0,1.0,https://youtube.com/watch?v=mk48xRzuNvA
Swedish House Mafia,Don't You Worry Child - Radio Edit,2.0,1.0,https://youtube.com/watch?v=3mWbRB3Y4R8
MARINA,How to Be a Heartbreaker,2.0,2.0,https://youtube.com/watch?v=vKNcuTWzTVw
Justin Bieber,Boyfriend,1.0,0.0,https://youtube.com/watch?v=4GuqB1BQVr4
David Guetta,Titanium (feat. Sia),2.0,0.0,https://youtube.com/watch?v=JRfuAukYTKg
Jessie J,Domino,1.0,2.0,https://youtube.com/watch?v=UJtB55MaoD0
Taylor Swift,I Knew You Were Trouble.,1.0,2.0,https://youtube.com/watch?v=vNoKguSdy4Y
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),2.0,0.0,https://youtube.com/watch?v=dGd9DTTrX4U
P!nk,Try,1.0,1.0,https://youtube.com/watch?v=yTCDVfMz15M
Robbie Williams,Candy,2.0,2.0,https://youtube.com/watch?v=gtOV7bp-gys
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",1.0,1.0,https://youtube.com/watch?v=Wa5B22KAkEk
Justin Bieber,As Long As You Love Me,2.0,1.0,https://youtube.com/watch?v=R4em3LKQCAQ
Rita Ora,R.I.P. (feat. Tinie Tempah),2.0,1.0,https://youtube.com/watch?v=L1l9WST5lXM
Alex Clare,Too Close,2.0,0.0,https://youtube.com/watch?v=zP50Ewh31E4
Tyga,Faded,2.0,1.0,https://youtube.com/watch?v=LbouTdwOrVw
Alesso,Years - ラジオ・エディット,2.0,0.0,https://youtube.com/watch?v=O9LBLwaoj6M
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),2.0,1.0,https://youtube.com/watch?v=4ka1Lgd3SAI
Katy Perry,The One That Got Away,2.0,2.0,https://youtube.com/watch?v=Ahha3Cqe_fk
Avicii,Silhouettes - Original Radio Edit,2.0,2.0,https://youtube.com/watch?v=kNXdITndbXk
Gotye,Somebody That I Used To Know,1.0,2.0,https://youtube.com/watch?v=8UVNT4wvIGY
Flo Rida,Wild Ones (feat. Sia),2.0,1.0,https://youtube.com/watch?v=bpOR_HuHRNs
One Direction,What Makes You Beautiful,2.0,2.0,https://youtube.com/watch?v=QJO3ROT-A4E
Lana Del Rey,Born To Die,1.0,1.0,https://youtube.com/watch?v=Bag1gUxuU0g
Kesha,C'Mon,2.0,0.0,https://youtube.com/watch?v=c8A4QVop3-8
Owl City,Good Time,2.0,2.0,https://youtube.com/watch?v=H7HmzwI67ec
Calvin Harris,We'll Be Coming Back (feat. Example),2.0,1.0,https://youtube.com/watch?v=kPC_evpbwDM
Emeli Sandé,"Read All About It, Pt. III",1.0,1.0,https://youtube.com/watch?v=vaAVByGaON0
Ellie Goulding,Lights - Single Version,2.0,2.0,https://youtube.com/watch?v=fWlaUF_I4dU
Train,Drive By,2.0,2.0,https://youtube.com/watch?v=oxqnFJ3lp5k
Disclosure,Latch,2.0,1.0,https://youtube.com/watch?v=93ASUImTedo
Coldplay,Princess of China,2.0,0.0,https://youtube.com/watch?v=1Uw6ZkbsAH8
One Direction,Live While We're Young,2.0,2.0,https://youtube.com/watch?v=AbPED9bisSc
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),2.0,1.0,https://youtube.com/watch?v=ltOR2VzDZFM
Carrie Underwood,Blown Away,2.0,1.0,https://youtube.com/watch?v=pJgoHgpsb9I
alt-J,Breezeblocks,1.0,0.0,https://youtube.com/watch?v=rVeMiVU77wo
Chris Brown,Don't Wake Me Up,2.0,0.0,https://youtube.com/watch?v=QOowQeKyNkQ
Kelly Clarkson,Stronger (What Doesn't Kill You),2.0,2.0,https://youtube.com/watch?v=Xn676-fLq7I
Drake,The Motto,1.0,1.0,https://youtube.com/watch?v=BYDKK95cpfM
Katy Perry,Wide Awake,2.0,1.0,https://youtube.com/watch?v=k0BWlvnBmIE
Rita Ora,How We Do (Party),2.0,2.0,https://youtube.com/watch?v=dOOxlVUC08Q
Rudimental,Feel the Love (feat. John Newman),2.0,0.0,https://youtube.com/watch?v=oABEGc8Dus0
Lana Del Rey,Ride,2.0,0.0,https://youtube.com/watch?v=Py_-3di1yx0
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),2.0,0.0,https://youtube.com/watch?v=crrOl0egI00
Demi Lovato,Give Your Heart a Break,2.0,1.0,https://youtube.com/watch?v=1zfzka5VwRc
Drake,Take Care,1.0,0.0,https://youtube.com/watch?v=-zzP29emgpg
Little Mix,Wings,2.0,1.0,https://youtube.com/watch?v=cOQDsmEqVt8
Bruno Mars,It Will Rain,2.0,1.0,https://youtube.com/watch?v=W-w3WfgpcGg
Cher Lloyd,Want U Back,2.0,1.0,https://youtube.com/watch?v=LPgvNlrBfb0
Lorde,Royals,1.0,1.0,https://youtube.com/watch?v=nlcIKh6sBtc
Robin Thicke,Blurred Lines,1.0,2.0,https://youtube.com/watch?v=yyDUC1LUXSU
Imagine Dragons,Radioactive,2.0,0.0,https://youtube.com/watch?v=ktvTqknDobU
Avicii,Wake Me Up,2.0,1.0,https://youtube.com/watch?v=IcrbM1l_BoI
Bruno Mars,Locked out of Heaven,2.0,2.0,https://youtube.com/watch?v=e-fA-gBCkj0
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),1.0,1.0,https://youtube.com/watch?v=QK8mJJJvaes
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2.0,2.0,https://youtube.com/watch?v=5NV6Rdv1a3I
will.i.am,Scream & Shout,2.0,1.0,https://youtube.com/watch?v=kYtGl1dX5qI
Stromae,Papaoutai,2.0,0.0,https://youtube.com/watch?v=oiKj0Z_Xnjc
Bingo Players,Get Up (Rattle) - Vocal Edit,2.0,2.0,https://youtube.com/watch?v=_FOvHBXe7iM
Naughty Boy,La La La,2.0,0.0,https://youtube.com/watch?v=3O1_3zBUKM8
Tom Odell,Another Love,1.0,0.0,https://youtube.com/watch?v=MwpMEbgC7DA
2 Chainz,We Own It (Fast & Furious),2.0,1.0,https://youtube.com/watch?v=tYQ1Okyi3g4
David Guetta,Play Hard (feat. Ne-Yo & Akon),2.0,2.0,https://youtube.com/watch?v=5dbEhBKGOtY
Pitbull,Feel This Moment (feat. Christina Aguilera),2.0,1.0,https://youtube.com/watch?v=5jlI4uzZGjU
will.i.am,#thatPOWER,1.0,1.0,https://youtube.com/watch?v=DGIgXP9SvB8
Lil Wayne,Love Me,1.0,1.0,https://youtube.com/watch?v=KY44zvhWhp4
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),2.0,2.0,https://youtube.com/watch?v=2zNSgSzhBfM
Martin Garrix,Animals - Radio Edit,2.0,0.0,https://youtube.com/watch?v=CkRyaG4Mjik
Jason Derulo,Talk Dirty (feat. 2 Chainz),1.0,2.0,https://youtube.com/watch?v=RbtPXFlZlHg
John Newman,Love Me Again,2.0,0.0,https://youtube.com/watch?v=CfihYWRWRTQ
Britney Spears,Work B**ch,2.0,2.0,https://youtube.com/watch?v=pt8VYOfr8To
The Neighbourhood,Sweater Weather,2.0,1.0,https://youtube.com/watch?v=GCdwKhTtNNw
Sebastian Ingrosso,Reload - Radio Edit,2.0,1.0,https://youtube.com/watch?v=KXBKxx2b-rE
Capital Cities,Safe And Sound,2.0,2.0,https://youtube.com/watch?v=47dtFZ8CFo8
Demi Lovato,Heart Attack,2.0,1.0,https://youtube.com/watch?v=AByfaYcOm4A
Arctic Monkeys,Why'd You Only Call Me When You're High?,1.0,2.0,https://youtube.com/watch?v=tIKQqvt-sWM
Justin Bieber,Beauty And A Beat,2.0,1.0,https://youtube.com/watch?v=Ys7-6_t7OEQ
Eminem,The Monster,2.0,1.0,https://youtube.com/watch?v=EHkozMIXZ8w
Pitbull,Don't Stop the Party (feat. TJR),2.0,2.0,https://youtube.com/watch?v=i0vFid2tKbI
Selena Gomez,Come & Get It,2.0,1.0,https://youtube.com/watch?v=n-D1EB74Ckg
P!nk,True Love (feat. Lily Allen),2.0,1.0,https://youtube.com/watch?v=zsmUOdmm02A
Disclosure,White Noise,2.0,2.0,https://youtube.com/watch?v=bkk2H3Ztrfk
Flo Rida,I Cry,2.0,2.0,https://youtube.com/watch?v=OLuWHr6-0YQ
Kanye West,Black Skinhead,2.0,0.0,https://youtube.com/watch?v=q604eed4ad0
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,2.0,0.0,https://youtube.com/watch?v=akhmS1D2Ce4
Eminem,Berzerk,2.0,2.0,https://youtube.com/watch?v=ab9176Srb5Y
Icona Pop,I Love It (feat. Charli XCX),2.0,2.0,https://youtube.com/watch?v=UxxajLWwzqY
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2.0,1.0,https://youtube.com/watch?v=LkIWmsP3c_s
Lorde,Team,1.0,1.0,https://youtube.com/watch?v=f2JuxM-snGc
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,2.0,1.0,https://youtube.com/watch?v=TrnUKfSg_kg
Imagine Dragons,Demons,2.0,1.0,https://youtube.com/watch?v=mWRsgZuwf_8
One Direction,One Way or Another (Teenage Kicks),2.0,1.0,https://youtube.com/watch?v=36mCEZzzQ3o
Taylor Swift,I Knew You Were Trouble.,1.0,2.0,https://youtube.com/watch?v=vNoKguSdy4Y
Arctic Monkeys,Do I Wanna Know?,1.0,1.0,https://youtube.com/watch?v=bpOSxM0rNPM
Rudimental,Waiting All Night (feat. Ella Eyre),2.0,0.0,https://youtube.com/watch?v=M97vR2V4vTs
Klangkarussell,Sonnentanz - Sun Don't Shine,1.0,0.0,https://youtube.com/watch?v=79YDgv_zWA4
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),2.0,1.0,https://youtube.com/watch?v=uztCqjxrkjQ
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",2.0,1.0,https://youtube.com/watch?v=liZm1im2erU
P!nk,Try,1.0,1.0,https://youtube.com/watch?v=yTCDVfMz15M
Ylvis,The Fox (What Does the Fox Say?),2.0,1.0,https://youtube.com/watch?v=jofNR_WkoCE
Ellie Goulding,Burn,2.0,0.0,https://youtube.com/watch?v=CGyEd0aKWZE
Baauer,Harlem Shake,2.0,0.0,https://youtube.com/watch?v=qV0LHCHf-pE
Calvin Harris,I Need Your Love (feat. Ellie Goulding),2.0,1.0,https://youtube.com/watch?v=AtKZKl7Bgu0
Katy Perry,This Is How We Do,1.0,2.0,https://youtube.com/watch?v=7RMQksXpQSk
AWOLNATION,Sail,1.0,0.0,https://youtube.com/watch?v=tgIqecROs5M
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,2.0,1.0,https://youtube.com/watch?v=e3UE9X6P0TA
Jason Derulo,The Other Side,2.0,1.0,https://youtube.com/watch?v=9gXP8wcICqQ
Storm Queen,Look Right Through - MK Vocal Edit,2.0,1.0,https://youtube.com/watch?v=Mc-p1z-ruPs
Calvin Harris,Sweet Nothing (feat. Florence Welch),2.0,1.0,https://youtube.com/watch?v=17ozSeGw-fY
Katy Perry,Unconditionally,2.0,1.0,https://youtube.com/watch?v=XjwZAa2EjKA
Wale,Bad (feat. Rihanna) - Remix,2.0,1.0,https://youtube.com/watch?v=8Sws1izKvjE
Ciara,Body Party,1.0,0.0,https://youtube.com/watch?v=B9rSBcoX9ak
Drake,Started From the Bottom,1.0,1.0,https://youtube.com/watch?v=RubBzkZzpUA
Birdy,Wings,2.0,0.0,https://youtube.com/watch?v=WJTXDCh2YiA
Bastille,Of The Night,2.0,1.0,https://youtube.com/watch?v=ZCTDKLjdok4
Olly Murs,Dear Darlin',2.0,1.0,https://youtube.com/watch?v=m20BTdy9FGI
Katy Perry,Roar,2.0,1.0,https://youtube.com/watch?v=CevxZvSJLk8
Blake Shelton,Sure Be Cool If You Did,2.0,1.0,https://youtube.com/watch?v=kXmmXAUqfd8
Calvin Harris,Thinking About You (feat. Ayah Marar),2.0,2.0,https://youtube.com/watch?v=cl3b7dDBLpo
JAY-Z,Holy Grail,1.0,0.0,https://youtube.com/watch?v=4kc5_pfNHGk
Bridgit Mendler,Ready or Not,2.0,2.0,https://youtube.com/watch?v=dPKG1-3LXBs
The Saturdays,What About Us,2.0,2.0,https://youtube.com/watch?v=-6YLi0GNBTk
Bastille,Pompeii,2.0,1.0,https://youtube.com/watch?v=F90Cw4l-8NY
One Direction,Best Song Ever,2.0,1.0,https://youtube.com/watch?v=o_v9MY_FMcw
Nelly,Hey Porsche,2.0,2.0,https://youtube.com/watch?v=Fh1ZFNoREjg
Zedd,Clarity,2.0,0.0,https://youtube.com/watch?v=IxxstCcJlsc
Miley Cyrus,Wrecking Ball,1.0,1.0,https://youtube.com/watch?v=My2FRPA3Gf8
Chris Brown,Fine China,2.0,1.0,https://youtube.com/watch?v=iGs1gODLiSQ
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),1.0,2.0,https://youtube.com/watch?v=NF-kLy44Hls
Armin van Buuren,This Is What It Feels Like,2.0,0.0,https://youtube.com/watch?v=BR_DFMUzX4E
Justin Timberlake,Mirrors,1.0,1.0,https://youtube.com/watch?v=uuZE_IRwLNI
Bruno Mars,Treasure,2.0,2.0,https://youtube.com/watch?v=nPvuNsRccVw
Of Monsters and Men,Little Talks,2.0,1.0,https://youtube.com/watch?v=ghb6eDopW8I
Miley Cyrus,We Can't Stop,1.0,1.0,https://youtube.com/watch?v=LrUvu1mlWco
J. Cole,Power Trip (feat. Miguel),1.0,1.0,https://youtube.com/watch?v=7AjD7nKiUQ4
Paramore,Still into You,2.0,2.0,https://youtube.com/watch?v=OblL026SvD4
Christina Perri,human,1.0,0.0,https://youtube.com/watch?v=r5yaoMjaAmE
Drake,"Hold On, We're Going Home",1.0,0.0,https://youtube.com/watch?v=IC9gZ2nM9Vg
James Blunt,Bonfire Heart,2.0,1.0,https://youtube.com/watch?v=g1j1qwQQ8-Q
Maroon 5,Daylight,2.0,1.0,https://youtube.com/watch?v=DrSJKj1S_fE
Childish Gambino,3005,1.0,1.0,https://youtube.com/watch?v=tG35R8F2j8k
Avril Lavigne,Here's to Never Growing Up,2.0,2.0,https://youtube.com/watch?v=sXd2WxoOP5g
Taylor Swift,22,2.0,2.0,https://youtube.com/watch?v=AgFeZr5ptV8
Passenger,Let Her Go,1.0,0.0,https://youtube.com/watch?v=tDCabE7LrQw
Ariana Grande,The Way,2.0,2.0,https://youtube.com/watch?v=_sV0S8qWSy0
Rihanna,Stay,0.0,0.0,https://youtube.com/watch?v=JF8BRvqGCNs
Justin Timberlake,Suit & Tie (feat. Jay-Z),1.0,1.0,https://youtube.com/watch?v=IsUsVbTj2AY
Bruno Mars,When I Was Your Man,0.0,1.0,https://youtube.com/watch?v=ekzHIouo8Q4
Florida Georgia Line,Cruise,2.0,2.0,https://youtube.com/watch?v=8PvebsWcpto
